"Time","X","Y","Treatment","Subject"
0,98.4619107499554,7.86848725512603,"Control","Control_1"
0.302013422818792,102.125949122141,7.37280009176789,"Control","Control_1"
0.604026845637584,101.6102174238,11.1338493421594,"Control","Control_1"
0.906040268456376,98.4313492092234,11.3799364728919,"Control","Control_1"
1.20805369127517,101.699441586293,12.9871629325674,"Control","Control_1"
1.51006711409396,99.2265274852887,14.609178946926,"Control","Control_1"
1.81208053691275,102.469720251754,14.4529425786733,"Control","Control_1"
2.11409395973154,104.305380338795,12.5107297727555,"Control","Control_1"
2.41610738255034,105.760388003577,15.1418120644428,"Control","Control_1"
2.71812080536913,103.725464481239,17.3016185147754,"Control","Control_1"
3.02013422818792,100.303696020104,17.8982722795908,"Control","Control_1"
3.32214765100671,103.477123782295,17.8456804705773,"Control","Control_1"
3.6241610738255,105.14947860077,14.8954116173622,"Control","Control_1"
3.9261744966443,105.285877713521,11.8043370275813,"Control","Control_1"
4.22818791946309,103.100517301646,13.7565672280616,"Control","Control_1"
4.53020134228188,100.789974393062,11.1693179647738,"Control","Control_1"
4.83221476510067,104.302427253657,13.016859207431,"Control","Control_1"
5.13422818791946,106.332031481685,10.3047430553279,"Control","Control_1"
5.43624161073826,106.600437194441,13.6521620795552,"Control","Control_1"
5.73825503355705,110.070107406141,13.0056981068616,"Control","Control_1"
6.04026845637584,111.534068290479,15.9148560461607,"Control","Control_1"
6.34228187919463,112.573339809939,13.2730577895038,"Control","Control_1"
6.64429530201342,110.10090436378,15.6993026183832,"Control","Control_1"
6.94630872483221,108.145103601313,17.6563002665888,"Control","Control_1"
7.24832214765101,110.333908215092,19.4630057667711,"Control","Control_1"
7.5503355704698,107.740208702305,21.6481195781262,"Control","Control_1"
7.85234899328859,109.663155353239,23.8031948345347,"Control","Control_1"
8.15436241610738,111.936208927191,22.152402832519,"Control","Control_1"
8.45637583892617,110.796709802323,24.9108537241511,"Control","Control_1"
8.75838926174497,108.436105214075,23.2760339853269,"Control","Control_1"
9.06040268456376,105.890930843978,23.2081948944386,"Control","Control_1"
9.36241610738255,106.453626532104,19.9905297848316,"Control","Control_1"
9.66442953020134,104.238456271024,22.477848488991,"Control","Control_1"
9.96644295302013,105.411647387805,25.5574942650659,"Control","Control_1"
10.2684563758389,103.655013351427,28.119670042773,"Control","Control_1"
10.5704697986577,101.224132072375,29.1233039308368,"Control","Control_1"
10.8724832214765,101.411913431759,31.9552005778715,"Control","Control_1"
11.1744966442953,104.532308317664,32.0293616697601,"Control","Control_1"
11.4765100671141,102.303684851687,31.3978724133875,"Control","Control_1"
11.7785234899329,104.303878320359,29.8446278444002,"Control","Control_1"
12.0805369127517,104.443278208601,27.4557954345327,"Control","Control_1"
12.3825503355705,103.694375656976,25.1567440631769,"Control","Control_1"
12.6845637583893,102.207108065088,27.3554010898816,"Control","Control_1"
12.9865771812081,102.533610952865,30.3656552856197,"Control","Control_1"
13.2885906040268,104.030230750649,32.5177431436922,"Control","Control_1"
13.5906040268456,104.903052278331,29.8141307111093,"Control","Control_1"
13.8926174496644,104.335572025678,27.6450209201897,"Control","Control_1"
14.1946308724832,107.216737797696,27.5684881348968,"Control","Control_1"
14.496644295302,107.319760061235,30.2463006267572,"Control","Control_1"
14.7986577181208,107.038535370293,32.6988649137944,"Control","Control_1"
15.1006711409396,105.021006357374,33.6341010301335,"Control","Control_1"
15.4026845637584,107.815850042917,34.2482406988582,"Control","Control_1"
15.7046979865772,105.511633116291,33.2937588855493,"Control","Control_1"
16.006711409396,105.822153953149,30.6114913143086,"Control","Control_1"
16.3087248322148,106.385990185867,33.6635804871623,"Control","Control_1"
16.6107382550336,103.966081113272,31.8174951518389,"Control","Control_1"
16.9127516778523,101.597849770186,31.9987298324465,"Control","Control_1"
17.2147651006711,103.882274593048,30.1001964761648,"Control","Control_1"
17.5167785234899,106.008982963608,28.3120045152665,"Control","Control_1"
17.8187919463087,107.412817934906,26.365971674674,"Control","Control_1"
18.1208053691275,105.370606445003,28.1723725340628,"Control","Control_1"
18.4228187919463,103.292852715547,27.6934379604781,"Control","Control_1"
18.7248322147651,104.086747147237,30.5074185035084,"Control","Control_1"
19.0268456375839,106.857715072754,30.4528207422055,"Control","Control_1"
19.3288590604027,106.81402343318,33.2765174004134,"Control","Control_1"
19.6308724832215,104.389157417566,34.5292762448417,"Control","Control_1"
19.9328859060403,103.124546222078,37.0452049774805,"Control","Control_1"
20.2348993288591,100.919348990945,35.3792087674141,"Control","Control_1"
20.5369127516779,102.287818175274,32.8330342077376,"Control","Control_1"
20.8389261744966,104.772216083392,33.7559338502998,"Control","Control_1"
21.1409395973154,103.121811832668,35.0029894624944,"Control","Control_1"
21.4429530201342,105.953021703991,34.6274281935958,"Control","Control_1"
21.744966442953,106.504335550745,32.170905000296,"Control","Control_1"
22.0469798657718,107.522351874128,29.6614433492154,"Control","Control_1"
22.3489932885906,106.288954586409,27.6138550367575,"Control","Control_1"
22.6510067114094,104.559508651985,25.6768416185508,"Control","Control_1"
22.9530201342282,102.710479529549,27.6158912795706,"Control","Control_1"
23.255033557047,104.824671473614,25.6429083453363,"Control","Control_1"
23.5570469798658,106.089595802084,23.2970066800748,"Control","Control_1"
23.8590604026846,104.3982641036,24.8689270364914,"Control","Control_1"
24.1610738255034,104.091715628984,27.7010284020006,"Control","Control_1"
24.4630872483221,102.182438890813,29.7233475086763,"Control","Control_1"
24.7651006711409,104.584683657992,30.4620365947573,"Control","Control_1"
25.0671140939597,102.080059138897,29.4884461073623,"Control","Control_1"
25.3691275167785,100.755029778474,32.1919593647661,"Control","Control_1"
25.6711409395973,99.2006004615162,30.0926975725889,"Control","Control_1"
25.9731543624161,97.0696481997353,28.1626071538162,"Control","Control_1"
26.2751677852349,94.4782859818524,28.2311848410016,"Control","Control_1"
26.5771812080537,92.1008182849655,28.9479688730095,"Control","Control_1"
26.8791946308725,90.9244746308591,26.5784252638968,"Control","Control_1"
27.1812080536913,88.1662881577955,28.2575378583172,"Control","Control_1"
27.4832214765101,89.8541209674069,25.412201686424,"Control","Control_1"
27.7852348993289,91.7595532297363,22.7131755861538,"Control","Control_1"
28.0872483221477,89.7528291267745,20.0928520187469,"Control","Control_1"
28.3892617449664,93.1074865601439,18.6645138861773,"Control","Control_1"
28.6912751677852,90.254313640954,17.8381017440318,"Control","Control_1"
28.993288590604,93.5271750272968,17.7346952609956,"Control","Control_1"
29.2953020134228,97.1275079457142,16.9882942078526,"Control","Control_1"
29.5973154362416,96.8563047606591,19.5834013025621,"Control","Control_1"
29.8993288590604,95.6440900298008,16.9784736741455,"Control","Control_1"
30.2013422818792,98.4160646104628,18.4979464796108,"Control","Control_1"
30.503355704698,98.4019688457764,15.5859217236211,"Control","Control_1"
30.8053691275168,100.033448169224,18.6690682472693,"Control","Control_1"
31.1073825503356,97.2589974642758,19.0555249687096,"Control","Control_1"
31.4093959731544,100.62741011606,19.4705918812977,"Control","Control_1"
31.7114093959732,100.208314452783,16.5069089288014,"Control","Control_1"
32.0134228187919,98.7412154974457,13.8357053419518,"Control","Control_1"
32.3154362416107,97.9564194771731,17.0303681687457,"Control","Control_1"
32.6174496644295,96.5327953182424,19.9352706591756,"Control","Control_1"
32.9194630872483,98.6757901626718,22.2328521566755,"Control","Control_1"
33.2214765100671,97.9465828285286,19.7377843058129,"Control","Control_1"
33.5234899328859,97.6639535016438,22.8495777521973,"Control","Control_1"
33.8255033557047,96.5148464589301,25.4951751584841,"Control","Control_1"
34.1275167785235,97.7217860732568,22.8931556954012,"Control","Control_1"
34.4295302013423,99.9682339628408,25.4682975319155,"Control","Control_1"
34.7315436241611,99.6847996799144,23.2902705483746,"Control","Control_1"
35.0335570469799,98.1591913185826,25.9989612823406,"Control","Control_1"
35.3355704697987,101.279284437614,27.4673991216776,"Control","Control_1"
35.6375838926174,100.34629308966,30.0004126971871,"Control","Control_1"
35.9395973154362,98.9247222520645,28.3377490963841,"Control","Control_1"
36.241610738255,95.7589582021953,28.7520984005652,"Control","Control_1"
36.5436241610738,97.7280374712111,26.8806551675963,"Control","Control_1"
36.8456375838926,95.2135351343233,26.2638416569277,"Control","Control_1"
37.1476510067114,94.3320924244149,24.1082310817686,"Control","Control_1"
37.4496644295302,92.7191077604761,26.777541217515,"Control","Control_1"
37.751677852349,92.9228615616945,24.1941212755789,"Control","Control_1"
38.0536912751678,96.1849444975858,24.1595159710958,"Control","Control_1"
38.3557046979866,94.0406813371298,22.3783460550659,"Control","Control_1"
38.6577181208054,97.3117076633837,23.2682503920571,"Control","Control_1"
38.9597315436242,95.9514988716892,21.2356828885752,"Control","Control_1"
39.261744966443,97.745098674045,19.0846446667243,"Control","Control_1"
39.5637583892617,95.6071200085337,21.4106184753019,"Control","Control_1"
39.8657718120805,98.266067204115,19.2390599272442,"Control","Control_1"
40.1677852348993,100.570000777952,21.9836137780631,"Control","Control_1"
40.4697986577181,103.056980738249,22.3722108342313,"Control","Control_1"
40.7718120805369,105.424228500128,24.2902318442345,"Control","Control_1"
41.0738255033557,103.505118487177,25.7643130240649,"Control","Control_1"
41.3758389261745,101.027222705971,25.7494775887433,"Control","Control_1"
41.6778523489933,103.734210663403,24.1145136137017,"Control","Control_1"
41.9798657718121,101.88761211447,22.6838798803635,"Control","Control_1"
42.2818791946309,104.237919200182,21.1417184000275,"Control","Control_1"
42.5838926174497,104.327290054897,19.1407352342766,"Control","Control_1"
42.8859060402685,105.091939714066,17.2618155774769,"Control","Control_1"
43.1879194630872,105.318971445424,14.5281062076279,"Control","Control_1"
43.489932885906,107.588589315338,17.62038322679,"Control","Control_1"
43.7919463087248,106.16308478482,20.2835063045427,"Control","Control_1"
44.0939597315436,108.912701665154,19.8861368728938,"Control","Control_1"
44.3959731543624,108.796214039077,17.7591858382439,"Control","Control_1"
44.6979865771812,107.122299808418,19.8739183285986,"Control","Control_1"
45,109.908187369051,19.2335736737794,"Control","Control_1"
0,131.881001071057,96.6203214036521,"Control","Control_2"
0.302013422818792,128.314905103341,93.328786734165,"Control","Control_2"
0.604026845637584,130.567029901721,97.3922220258071,"Control","Control_2"
0.906040268456376,129.490468938101,102.092117108357,"Control","Control_2"
1.20805369127517,132.542607902262,105.669393701337,"Control","Control_2"
1.51006711409396,131.232929586842,101.107364952468,"Control","Control_2"
1.81208053691275,135.007008171604,97.5463138647994,"Control","Control_2"
2.11409395973154,130.183780373721,96.1416762876615,"Control","Control_2"
2.41610738255034,129.323746384001,101.127195980315,"Control","Control_2"
2.71812080536913,132.813431354489,104.561705204559,"Control","Control_2"
3.02013422818792,137.579530545927,103.637539944059,"Control","Control_2"
3.32214765100671,133.301702748776,100.285104334595,"Control","Control_2"
3.6241610738255,129.348834449683,102.976889870978,"Control","Control_2"
3.9261744966443,126.563017689557,98.8643802117036,"Control","Control_2"
4.22818791946309,129.729659950342,95.7781111877908,"Control","Control_2"
4.53020134228188,133.800123547588,96.4991450764302,"Control","Control_2"
4.83221476510067,135.64651964544,92.7156035122113,"Control","Control_2"
5.13422818791946,140.174191796108,93.4872963002761,"Control","Control_2"
5.43624161073826,144.013071185692,95.7694434873509,"Control","Control_2"
5.73825503355705,145.117087222302,90.2593842149604,"Control","Control_2"
6.04026845637584,149.182472933421,87.9698357232945,"Control","Control_2"
6.34228187919463,145.906823971346,84.537417524672,"Control","Control_2"
6.64429530201342,149.665340201025,87.0688211917066,"Control","Control_2"
6.94630872483221,149.652254183031,82.5707743400814,"Control","Control_2"
7.24832214765101,147.802361100393,78.202315289921,"Control","Control_2"
7.5503355704698,151.243945899767,80.8628837243164,"Control","Control_2"
7.85234899328859,151.192337409696,83.5798328105148,"Control","Control_2"
8.15436241610738,152.242060483761,79.4282335628207,"Control","Control_2"
8.45637583892617,152.086818346007,80.9558556272662,"Control","Control_2"
8.75838926174497,151.04503369744,83.979476837875,"Control","Control_2"
9.06040268456376,150.500898102978,85.3905513062659,"Control","Control_2"
9.36241610738255,146.693260034531,82.3043182042576,"Control","Control_2"
9.66442953020134,142.868118218957,80.4192900954515,"Control","Control_2"
9.96644295302013,145.581893834862,83.2077443779112,"Control","Control_2"
10.2684563758389,143.288808674069,86.8066020425244,"Control","Control_2"
10.5704697986577,145.03684273055,89.9841975046031,"Control","Control_2"
10.8724832214765,145.901850470369,94.3673551700961,"Control","Control_2"
11.1744966442953,148.042847510217,90.8144387251117,"Control","Control_2"
11.4765100671141,144.898629173882,87.3291470529803,"Control","Control_2"
11.7785234899329,143.788981628969,82.3890432137962,"Control","Control_2"
12.0805369127517,139.100598396888,83.2320431197055,"Control","Control_2"
12.3825503355705,141.391613519793,80.4795611624651,"Control","Control_2"
12.6845637583893,144.193923481612,83.5847601255825,"Control","Control_2"
12.9865771812081,141.090526346392,85.4048770284114,"Control","Control_2"
13.2885906040268,144.804561447316,86.8400588776618,"Control","Control_2"
13.5906040268456,142.828864187733,83.2431655445689,"Control","Control_2"
13.8926174496644,144.275381454512,86.5475238974678,"Control","Control_2"
14.1946308724832,142.73453024401,82.7286039232797,"Control","Control_2"
14.496644295302,142.608787552311,86.2167124681728,"Control","Control_2"
14.7986577181208,141.403525111964,81.7401196775436,"Control","Control_2"
15.1006711409396,137.97091170704,82.234395688314,"Control","Control_2"
15.4026845637584,136.826462947566,78.4043988059735,"Control","Control_2"
15.7046979865772,136.034907511907,82.0086086212058,"Control","Control_2"
16.006711409396,138.315987191119,78.4696213194657,"Control","Control_2"
16.3087248322148,142.14627283237,76.5745621714242,"Control","Control_2"
16.6107382550336,146.19254300328,76.3674397044983,"Control","Control_2"
16.9127516778523,141.57101235009,75.897438286546,"Control","Control_2"
17.2147651006711,142.859095275252,72.5633654567265,"Control","Control_2"
17.5167785234899,145.884536276652,72.741631983046,"Control","Control_2"
17.8187919463087,147.346440621422,76.4597050666401,"Control","Control_2"
18.1208053691275,149.824016373,79.3975412644147,"Control","Control_2"
18.4228187919463,152.920764972161,78.1023758501845,"Control","Control_2"
18.7248322147651,148.479915898507,75.9969074939677,"Control","Control_2"
19.0268456375839,145.149900939532,72.4624581135333,"Control","Control_2"
19.3288590604027,146.599400483672,74.9238051247127,"Control","Control_2"
19.6308724832215,148.630888960226,71.5749763985659,"Control","Control_2"
19.9328859060403,145.308337511193,72.7933439205517,"Control","Control_2"
20.2348993288591,141.585130173293,70.8558741059645,"Control","Control_2"
20.5369127516779,138.651575319665,72.9265348993349,"Control","Control_2"
20.8389261744966,136.783668021659,75.7243187805016,"Control","Control_2"
21.1409395973154,134.148708142017,78.3403511353542,"Control","Control_2"
21.4429530201342,134.945970521432,74.316960010095,"Control","Control_2"
21.744966442953,131.126154274514,73.3581592565975,"Control","Control_2"
22.0469798657718,128.797140623644,70.3631506687796,"Control","Control_2"
22.3489932885906,130.321668073186,71.6705045000951,"Control","Control_2"
22.6510067114094,129.73758662891,74.8742519679966,"Control","Control_2"
22.9530201342282,130.018858404311,78.1439822969783,"Control","Control_2"
23.255033557047,131.916179401898,80.5199944587275,"Control","Control_2"
23.5570469798658,133.356689910444,83.7655863671763,"Control","Control_2"
23.8590604026846,136.054538637914,85.8159492456785,"Control","Control_2"
24.1610738255034,139.846770274441,86.5315105975782,"Control","Control_2"
24.4630872483221,135.703308529543,85.7356493399393,"Control","Control_2"
24.7651006711409,139.273023646098,84.1709838660017,"Control","Control_2"
25.0671140939597,143.404445951195,85.3927687426541,"Control","Control_2"
25.3691275167785,143.117722096435,89.5113554010464,"Control","Control_2"
25.6711409395973,138.319946910553,89.3999634001436,"Control","Control_2"
25.9731543624161,141.507813794091,92.0499358321523,"Control","Control_2"
26.2751677852349,136.943458854819,90.6862956550167,"Control","Control_2"
26.5771812080537,133.333785072935,87.4469855076464,"Control","Control_2"
26.8791946308725,137.104669862967,86.5343223009373,"Control","Control_2"
27.1812080536913,133.157121057138,83.4516318717813,"Control","Control_2"
27.4832214765101,131.944711632286,79.3013249141532,"Control","Control_2"
27.7852348993289,132.382860102104,75.6480684478255,"Control","Control_2"
28.0872483221477,135.746875226037,76.0311587004375,"Control","Control_2"
28.3892617449664,137.277741901708,72.2155038762436,"Control","Control_2"
28.6912751677852,140.807097330226,70.634024280162,"Control","Control_2"
28.993288590604,137.457543636504,71.3581590796048,"Control","Control_2"
29.2953020134228,139.795912163277,69.2278033127131,"Control","Control_2"
29.5973154362416,143.310852227673,69.7127898068894,"Control","Control_2"
29.8993288590604,143.39083975742,72.9354462803453,"Control","Control_2"
30.2013422818792,144.477696952425,68.600861581442,"Control","Control_2"
30.503355704698,142.512347573698,65.0781002951242,"Control","Control_2"
30.8053691275168,141.263969213578,62.2676489714498,"Control","Control_2"
31.1073825503356,142.043099020036,65.0737014673583,"Control","Control_2"
31.4093959731544,140.194047552694,61.7551190178273,"Control","Control_2"
31.7114093959732,138.872540839369,65.3323069091751,"Control","Control_2"
32.0134228187919,136.243782405642,63.0027439398446,"Control","Control_2"
32.3154362416107,133.609820312178,61.3231893526163,"Control","Control_2"
32.6174496644295,130.550450984717,59.6628552312086,"Control","Control_2"
32.9194630872483,132.806110220898,60.1292413366744,"Control","Control_2"
33.2214765100671,135.212057556913,59.4787864499401,"Control","Control_2"
33.5234899328859,134.736257732946,56.3631945690737,"Control","Control_2"
33.8255033557047,131.599701593812,55.0708772727641,"Control","Control_2"
34.1275167785235,129.336355441762,54.1626182124044,"Control","Control_2"
34.4295302013423,129.103732002573,56.8936134762419,"Control","Control_2"
34.7315436241611,129.74011134526,59.0010194921552,"Control","Control_2"
35.0335570469799,131.67341647548,58.1256762299929,"Control","Control_2"
35.3355704697987,131.241570523229,54.8452776145735,"Control","Control_2"
